hinge_1,hinge_2,hinge_3,hinge_4,torque_hinge_1,torque_hinge_2,torque_hinge_3,torque_hinge_4
-0.05480333851262195,-0.05480333851262195,-0.04483909514669069,-0.05480333851262195,8.326672684688674e-17,-1.6805133673525319e-18,1.734723475976807e-18,1.734723475976807e-17
-0.05480333851262195,-0.05480333851262195,-0.04483909514669069,-0.04483909514669069,1.1102230246251565e-16,1.0842021724855044e-19,-8.673617379884035e-19,3.469446951953614e-17
-0.05480333851262195,-0.05480333851262195,-0.04483909514669069,-0.03487485178075943,-2.7755575615628914e-17,-3.5236570605778894e-18,-1.0408340855860843e-17,-3.469446951953614e-17
-0.05480333851262195,-0.05480333851262195,-0.04483909514669069,-0.02491060841482816,8.326672684688674e-17,-3.415236843329339e-18,-9.107298248878237e-18,-9.020562075079397e-17
-0.05480333851262195,-0.05480333851262195,-0.04483909514669069,-0.014946365048896897,1.6653345369377348e-16,-7.860465750519907e-19,4.336808689942018e-19,1.3877787807814457e-17
-0.05480333851262195,-0.05480333851262195,-0.04483909514669069,-0.0049821216829656345,-2.7755575615628914e-17,7.914675859144182e-18,-5.204170427930421e-18,8.673617379884035e-17
-0.05480333851262195,-0.05480333851262195,-0.04483909514669069,0.0049821216829656345,2.220446049250313e-16,3.7947076036992655e-18,4.336808689942018e-18,2.0816681711721685e-17
-0.05480333851262195,-0.05480333851262195,-0.04483909514669069,0.01494636504889689,2.7755575615628914e-17,-2.0599841277224584e-18,-1.1709383462843448e-17,-1.3877787807814457e-17
-0.05480333851262195,-0.05480333851262195,-0.04483909514669069,0.02491060841482816,2.7755575615628914e-17,3.1712913545201005e-18,1.0408340855860843e-17,-5.0306980803327406e-17
-0.05480333851262195,-0.05480333851262195,-0.04483909514669069,0.03487485178075943,2.7755575615628914e-17,2.439454888092385e-18,0.0,2.42861286636753e-17
-0.05480333851262195,-0.05480333851262195,-0.04483909514669069,0.04483909514669068,5.551115123125783e-17,1.81603863891322e-18,2.6020852139652106e-18,2.6020852139652106e-17
-0.05480333851262195,-0.05480333851262195,-0.04483909514669069,0.05480333851262195,2.7755575615628914e-17,1.4907779871675686e-18,-1.3010426069826053e-18,6.591949208711867e-17
-0.05480333851262195,-0.05480333851262195,-0.03487485178075943,-0.05480333851262195,5.551115123125783e-17,-2.791820594150174e-18,-1.734723475976807e-18,5.0306980803327406e-17
-0.05480333851262195,-0.05480333851262195,-0.03487485178075943,-0.04483909514669069,2.7755575615628914e-17,5.149960319306146e-19,-8.673617379884035e-19,-1.9081958235744878e-17
-0.05480333851262195,-0.05480333851262195,-0.03487485178075943,-0.03487485178075943,1.6653345369377348e-16,3.0357660829594124e-18,4.336808689942018e-19,3.2959746043559335e-17
-0.05480333851262195,-0.05480333851262195,-0.03487485178075943,-0.02491060841482816,1.3877787807814457e-16,-1.6805133673525319e-18,-2.168404344971009e-18,2.42861286636753e-17
-0.05480333851262195,-0.05480333851262195,-0.03487485178075943,-0.014946365048896897,1.6653345369377348e-16,0.0,8.239936510889834e-18,-3.469446951953614e-18
-0.05480333851262195,-0.05480333851262195,-0.03487485178075943,-0.0049821216829656345,-5.551115123125783e-17,1.1384122811097797e-18,-4.336808689942018e-18,2.2551405187698492e-17
-0.05480333851262195,-0.05480333851262195,-0.03487485178075943,0.0049821216829656345,0.0,-3.903127820947816e-18,6.071532165918825e-18,6.938893903907228e-18
-0.05480333851262195,-0.05480333851262195,-0.03487485178075943,0.01494636504889689,-5.551115123125783e-17,-2.2768245622195593e-18,1.3010426069826053e-18,0.0
-0.05480333851262195,-0.05480333851262195,-0.03487485178075943,0.02491060841482816,-8.326672684688674e-17,-1.9786689647860456e-18,-3.903127820947816e-18,1.0408340855860843e-17
-0.05480333851262195,-0.05480333851262195,-0.03487485178075943,0.03487485178075943,1.3877787807814457e-16,-8.131516293641283e-20,9.974659986866641e-18,1.5612511283791264e-17
-0.05480333851262195,-0.05480333851262195,-0.03487485178075943,0.04483909514669068,-1.3877787807814457e-16,-1.8973538018496328e-19,-2.168404344971009e-18,1.0408340855860843e-17
-0.05480333851262195,-0.05480333851262195,-0.03487485178075943,0.05480333851262195,1.1102230246251565e-16,3.469446951953614e-18,-7.37257477290143e-18,-1.214306433183765e-17
-0.05480333851262195,-0.05480333851262195,-0.02491060841482816,-0.05480333851262195,8.326672684688674e-17,-2.846030702774449e-18,-7.806255641895632e-18,-2.0816681711721685e-17
-0.05480333851262195,-0.05480333851262195,-0.02491060841482816,-0.04483909514669069,1.3877787807814457e-16,6.2341624917916505e-19,-5.637851296924623e-18,1.0408340855860843e-17
-0.05480333851262195,-0.05480333851262195,-0.02491060841482816,-0.03487485178075943,1.6653345369377348e-16,-1.9244588561617704e-18,-8.673617379884035e-19,-5.204170427930421e-17
-0.05480333851262195,-0.05480333851262195,-0.02491060841482816,-0.02491060841482816,0.0,-9.215718466126788e-19,1.0842021724855044e-17,3.122502256758253e-17
-0.05480333851262195,-0.05480333851262195,-0.02491060841482816,-0.014946365048896897,0.0,-8.131516293641283e-19,-3.0357660829594124e-18,2.949029909160572e-17
-0.05480333851262195,-0.05480333851262195,-0.02491060841482816,-0.0049821216829656345,2.7755575615628914e-17,2.032879073410321e-18,9.974659986866641e-18,-4.5102810375396984e-17
-0.05480333851262195,-0.05480333851262195,-0.02491060841482816,0.0049821216829656345,-1.1102230246251565e-16,-1.4907779871675686e-18,-5.637851296924623e-18,2.42861286636753e-17
-0.05480333851262195,-0.05480333851262195,-0.02491060841482816,0.01494636504889689,-1.1102230246251565e-16,-4.87890977618477e-19,8.673617379884035e-19,-2.949029909160572e-17
-0.05480333851262195,-0.05480333851262195,-0.02491060841482816,0.02491060841482816,8.326672684688674e-17,-2.303929616531697e-18,-5.204170427930421e-18,-3.2959746043559335e-17
-0.05480333851262195,-0.05480333851262195,-0.02491060841482816,0.03487485178075943,2.220446049250313e-16,5.692061405548898e-19,-4.336808689942018e-19,-4.163336342344337e-17
-0.05480333851262195,-0.05480333851262195,-0.02491060841482816,0.04483909514669068,0.0,2.9544509200229996e-18,-3.469446951953614e-18,-2.7755575615628914e-17
-0.05480333851262195,-0.05480333851262195,-0.02491060841482816,0.05480333851262195,0.0,-1.2739375526704677e-18,8.239936510889834e-18,3.642919299551295e-17
-0.05480333851262195,-0.05480333851262195,-0.014946365048896897,-0.05480333851262195,-8.326672684688674e-17,1.2739375526704677e-18,-7.37257477290143e-18,4.85722573273506e-17
-0.05480333851262195,-0.05480333851262195,-0.014946365048896897,-0.04483909514669069,-2.498001805406602e-16,-2.710505431213761e-19,-9.540979117872439e-18,1.3877787807814457e-17
-0.05480333851262195,-0.05480333851262195,-0.014946365048896897,-0.03487485178075943,-8.326672684688674e-17,5.421010862427522e-20,-6.071532165918825e-18,-7.45931094670027e-17
-0.05480333851262195,-0.05480333851262195,-0.014946365048896897,-0.02491060841482816,5.551115123125783e-17,-3.0899761915836876e-18,-2.6020852139652106e-18,1.3877787807814457e-17
-0.05480333851262195,-0.05480333851262195,-0.014946365048896897,-0.014946365048896897,2.7755575615628914e-17,-2.168404344971009e-19,5.204170427930421e-18,5.204170427930421e-17
-0.05480333851262195,-0.05480333851262195,-0.014946365048896897,-0.0049821216829656345,-1.1102230246251565e-16,5.421010862427522e-19,4.336808689942018e-18,2.949029909160572e-17
-0.05480333851262195,-0.05480333851262195,-0.014946365048896897,0.0049821216829656345,-2.7755575615628914e-17,-2.981555974335137e-19,-4.336808689942018e-18,3.122502256758253e-17
-0.05480333851262195,-0.05480333851262195,-0.014946365048896897,0.01494636504889689,-8.326672684688674e-17,-1.734723475976807e-18,-1.0842021724855044e-17,-1.9081958235744878e-17
-0.05480333851262195,-0.05480333851262195,-0.014946365048896897,0.02491060841482816,-2.7755575615628914e-17,2.710505431213761e-19,-7.37257477290143e-18,-4.683753385137379e-17
-0.05480333851262195,-0.05480333851262195,-0.014946365048896897,0.03487485178075943,-2.7755575615628914e-17,-3.7947076036992655e-19,4.7704895589362195e-18,1.734723475976807e-17
-0.05480333851262195,-0.05480333851262195,-0.014946365048896897,0.04483909514669068,-8.326672684688674e-17,-2.4665599424045226e-18,-3.0357660829594124e-18,-1.1449174941446927e-16
-0.05480333851262195,-0.05480333851262195,-0.014946365048896897,0.05480333851262195,-5.551115123125783e-17,6.2341624917916505e-19,1.3010426069826053e-18,-1.734723475976807e-18
-0.05480333851262195,-0.05480333851262195,-0.0049821216829656345,-0.05480333851262195,0.0,-1.0299920638612292e-18,-8.673617379884035e-18,-3.8163916471489756e-17
-0.05480333851262195,-0.05480333851262195,-0.0049821216829656345,-0.04483909514669069,2.7755575615628914e-17,1.0842021724855044e-19,4.7704895589362195e-18,1.734723475976807e-17
-0.05480333851262195,-0.05480333851262195,-0.0049821216829656345,-0.03487485178075943,-2.7755575615628914e-17,2.710505431213761e-19,-1.3010426069826053e-18,-1.9081958235744878e-17
-0.05480333851262195,-0.05480333851262195,-0.0049821216829656345,-0.02491060841482816,1.3877787807814457e-16,2.168404344971009e-19,-2.6020852139652106e-18,-1.9081958235744878e-17
-0.05480333851262195,-0.05480333851262195,-0.0049821216829656345,-0.014946365048896897,0.0,1.8973538018496328e-19,4.336808689942018e-18,-5.724587470723463e-17
-0.05480333851262195,-0.05480333851262195,-0.0049821216829656345,-0.0049821216829656345,2.498001805406602e-16,-3.7947076036992655e-19,1.1709383462843448e-17,8.673617379884035e-18
-0.05480333851262195,-0.05480333851262195,-0.0049821216829656345,0.0049821216829656345,8.326672684688674e-17,-5.149960319306146e-19,4.7704895589362195e-18,1.214306433183765e-17
-0.05480333851262195,-0.05480333851262195,-0.0049821216829656345,0.01494636504889689,8.326672684688674e-17,-5.421010862427522e-20,3.903127820947816e-18,-3.642919299551295e-17
-0.05480333851262195,-0.05480333851262195,-0.0049821216829656345,0.02491060841482816,-8.326672684688674e-17,5.963111948670274e-19,1.1275702593849246e-17,1.214306433183765e-17
-0.05480333851262195,-0.05480333851262195,-0.0049821216829656345,0.03487485178075943,2.7755575615628914e-17,-4.336808689942018e-19,5.204170427930421e-18,1.3877787807814457e-17
-0.05480333851262195,-0.05480333851262195,-0.0049821216829656345,0.04483909514669068,-5.551115123125783e-17,-1.0842021724855044e-19,-5.637851296924623e-18,1.214306433183765e-17
-0.05480333851262195,-0.05480333851262195,-0.0049821216829656345,0.05480333851262195,-5.551115123125783e-17,2.710505431213761e-20,1.734723475976807e-18,1.734723475976807e-17
-0.05480333851262195,-0.05480333851262195,0.0049821216829656345,-0.05480333851262195,-5.551115123125783e-17,3.7947076036992655e-19,-7.806255641895632e-18,-5.204170427930421e-18
-0.05480333851262195,-0.05480333851262195,0.0049821216829656345,-0.04483909514669069,2.7755575615628914e-17,1.0842021724855044e-19,4.336808689942018e-19,-1.0408340855860843e-17
-0.05480333851262195,-0.05480333851262195,0.0049821216829656345,-0.03487485178075943,1.6653345369377348e-16,5.149960319306146e-19,6.938893903907228e-18,3.122502256758253e-17
-0.05480333851262195,-0.05480333851262195,0.0049821216829656345,-0.02491060841482816,1.6653345369377348e-16,-1.4094628242311558e-18,1.734723475976807e-18,-3.469446951953614e-17
-0.05480333851262195,-0.05480333851262195,0.0049821216829656345,-0.014946365048896897,1.1102230246251565e-16,8.673617379884035e-19,8.673617379884035e-19,-5.204170427930421e-18
-0.05480333851262195,-0.05480333851262195,0.0049821216829656345,-0.0049821216829656345,0.0,1.4365678785432934e-18,-1.734723475976807e-18,-9.194034422677078e-17
-0.05480333851262195,-0.05480333851262195,0.0049821216829656345,0.0049821216829656345,1.1102230246251565e-16,7.047314121155779e-19,8.239936510889834e-18,-4.336808689942018e-17
-0.05480333851262195,-0.05480333851262195,0.0049821216829656345,0.01494636504889689,5.551115123125783e-17,2.981555974335137e-19,0.0,2.6020852139652106e-17
-0.05480333851262195,-0.05480333851262195,0.0049821216829656345,0.02491060841482816,8.326672684688674e-17,5.149960319306146e-19,5.204170427930421e-18,2.0816681711721685e-17
-0.05480333851262195,-0.05480333851262195,0.0049821216829656345,0.03487485178075943,0.0,-7.589415207398531e-19,-1.214306433183765e-17,2.7755575615628914e-17
-0.05480333851262195,-0.05480333851262195,0.0049821216829656345,0.04483909514669068,5.551115123125783e-17,5.421010862427522e-20,6.5052130349130266e-18,-4.163336342344337e-17
-0.05480333851262195,-0.05480333851262195,0.0049821216829656345,0.05480333851262195,-8.326672684688674e-17,0.0,-3.0357660829594124e-18,-6.938893903907228e-18
-0.05480333851262195,-0.05480333851262195,0.01494636504889689,-0.05480333851262195,-2.7755575615628914e-17,-1.0570971181733668e-18,-1.0842021724855044e-17,5.377642775528102e-17
-0.05480333851262195,-0.05480333851262195,0.01494636504889689,-0.04483909514669069,0.0,2.032879073410321e-18,-8.673617379884035e-19,-6.071532165918825e-17
-0.05480333851262195,-0.05480333851262195,0.01494636504889689,-0.03487485178075943,-8.326672684688674e-17,-1.463672932855431e-18,-7.37257477290143e-18,-4.336808689942018e-17
-0.05480333851262195,-0.05480333851262195,0.01494636504889689,-0.02491060841482816,1.3877787807814457e-16,1.6263032587282567e-18,-4.336808689942018e-19,1.0408340855860843e-17
-0.05480333851262195,-0.05480333851262195,0.01494636504889689,-0.014946365048896897,0.0,-5.421010862427522e-20,-1.0408340855860843e-17,-2.0816681711721685e-17
-0.05480333851262195,-0.05480333851262195,0.01494636504889689,-0.0049821216829656345,5.551115123125783e-17,1.0028870095490916e-18,9.107298248878237e-18,1.5612511283791264e-17
-0.05480333851262195,-0.05480333851262195,0.01494636504889689,0.0049821216829656345,-8.326672684688674e-17,8.673617379884035e-19,-9.974659986866641e-18,2.949029909160572e-17
-0.05480333851262195,-0.05480333851262195,0.01494636504889689,0.01494636504889689,8.326672684688674e-17,1.1384122811097797e-18,3.0357660829594124e-18,1.734723475976807e-18
-0.05480333851262195,-0.05480333851262195,0.01494636504889689,0.02491060841482816,5.551115123125783e-17,2.3310346708438345e-18,8.673617379884035e-19,-9.540979117872439e-17
-0.05480333851262195,-0.05480333851262195,0.01494636504889689,0.03487485178075943,-8.326672684688674e-17,1.2468324983583301e-18,-1.474514954580286e-17,1.5612511283791264e-17
-0.05480333851262195,-0.05480333851262195,0.01494636504889689,0.04483909514669068,-2.7755575615628914e-17,-2.710505431213761e-20,1.734723475976807e-18,3.2959746043559335e-17
-0.05480333851262195,-0.05480333851262195,0.01494636504889689,0.05480333851262195,-1.1102230246251565e-16,-6.776263578034403e-19,-3.469446951953614e-18,5.204170427930421e-18
-0.05480333851262195,-0.05480333851262195,0.02491060841482816,-0.05480333851262195,-5.551115123125783e-17,3.63207727782644e-18,1.734723475976807e-18,-1.734723475976807e-18
-0.05480333851262195,-0.05480333851262195,0.02491060841482816,-0.04483909514669069,-8.326672684688674e-17,1.1384122811097797e-18,-8.239936510889834e-18,-8.673617379884035e-18
-0.05480333851262195,-0.05480333851262195,0.02491060841482816,-0.03487485178075943,-8.326672684688674e-17,3.2526065174565133e-19,-4.7704895589362195e-18,-1.734723475976807e-17
-0.05480333851262195,-0.05480333851262195,0.02491060841482816,-0.02491060841482816,8.326672684688674e-17,2.710505431213761e-19,-6.071532165918825e-18,2.0816681711721685e-17
-0.05480333851262195,-0.05480333851262195,0.02491060841482816,-0.014946365048896897,-1.1102230246251565e-16,-1.0028870095490916e-18,8.673617379884035e-19,5.377642775528102e-17
-0.05480333851262195,-0.05480333851262195,0.02491060841482816,-0.0049821216829656345,5.551115123125783e-17,5.963111948670274e-19,-6.5052130349130266e-18,-4.336808689942018e-17
-0.05480333851262195,-0.05480333851262195,0.02491060841482816,0.0049821216829656345,5.551115123125783e-17,5.963111948670274e-19,-3.469446951953614e-18,3.9898639947466563e-17
-0.05480333851262195,-0.05480333851262195,0.02491060841482816,0.01494636504889689,1.6653345369377348e-16,-1.1926223897340549e-18,8.239936510889834e-18,-3.122502256758253e-17
-0.05480333851262195,-0.05480333851262195,0.02491060841482816,0.02491060841482816,-5.551115123125783e-17,1.951563910473908e-18,-7.806255641895632e-18,-2.6020852139652106e-17
-0.05480333851262195,-0.05480333851262195,0.02491060841482816,0.03487485178075943,5.551115123125783e-17,1.0842021724855044e-18,1.734723475976807e-18,2.7755575615628914e-17
-0.05480333851262195,-0.05480333851262195,0.02491060841482816,0.04483909514669068,1.6653345369377348e-16,-2.4936649967166602e-18,2.168404344971009e-18,1.734723475976807e-17
-0.05480333851262195,-0.05480333851262195,0.02491060841482816,0.05480333851262195,1.1102230246251565e-16,-2.1955093992831465e-18,2.6020852139652106e-18,-2.7755575615628914e-17
-0.05480333851262195,-0.05480333851262195,0.03487485178075943,-0.05480333851262195,2.220446049250313e-16,-1.9244588561617704e-18,6.938893903907228e-18,-3.2959746043559335e-17
-0.05480333851262195,-0.05480333851262195,0.03487485178075943,-0.04483909514669069,-8.326672684688674e-17,-2.5478751053409354e-18,6.5052130349130266e-18,-3.642919299551295e-17
-0.05480333851262195,-0.05480333851262195,0.03487485178075943,-0.03487485178075943,8.326672684688674e-17,3.604972223514302e-18,6.071532165918825e-18,5.377642775528102e-17
-0.05480333851262195,-0.05480333851262195,0.03487485178075943,-0.02491060841482816,8.326672684688674e-17,-9.486769009248164e-19,2.6020852139652106e-18,-1.214306433183765e-17
-0.05480333851262195,-0.05480333851262195,0.03487485178075943,-0.014946365048896897,8.326672684688674e-17,-1.599198204416119e-18,5.637851296924623e-18,-2.0816681711721685e-17
-0.05480333851262195,-0.05480333851262195,0.03487485178075943,-0.0049821216829656345,2.7755575615628914e-17,-1.870248747537495e-18,3.469446951953614e-18,-1.3877787807814457e-17
-0.05480333851262195,-0.05480333851262195,0.03487485178075943,0.0049821216829656345,-1.6653345369377348e-16,-8.402566836762659e-19,-6.071532165918825e-18,-2.7755575615628914e-17
-0.05480333851262195,-0.05480333851262195,0.03487485178075943,0.01494636504889689,-2.7755575615628914e-17,1.9786689647860456e-18,-2.168404344971009e-18,-3.122502256758253e-17
-0.05480333851262195,-0.05480333851262195,0.03487485178075943,0.02491060841482816,5.551115123125783e-17,3.2526065174565133e-19,-3.469446951953614e-18,-1.214306433183765e-17
-0.05480333851262195,-0.05480333851262195,0.03487485178075943,0.03487485178075943,1.6653345369377348e-16,-2.9815559743351372e-18,-2.6020852139652106e-18,-2.6020852139652106e-17
-0.05480333851262195,-0.05480333851262195,0.03487485178075943,0.04483909514669068,5.551115123125783e-17,-1.6263032587282567e-18,-9.540979117872439e-18,3.469446951953614e-18
-0.05480333851262195,-0.05480333851262195,0.03487485178075943,0.05480333851262195,-8.326672684688674e-17,2.439454888092385e-18,6.938893903907228e-18,1.3877787807814457e-17
-0.05480333851262195,-0.05480333851262195,0.04483909514669068,-0.05480333851262195,-5.551115123125783e-17,4.2825985813177425e-18,-1.3010426069826053e-18,-9.71445146547012e-17
-0.05480333851262195,-0.05480333851262195,0.04483909514669068,-0.04483909514669069,0.0,4.607859233063394e-19,-5.204170427930421e-18,1.214306433183765e-17
-0.05480333851262195,-0.05480333851262195,0.04483909514669068,-0.03487485178075943,-5.551115123125783e-17,-2.927345865710862e-18,-1.3010426069826053e-18,-3.642919299551295e-17
-0.05480333851262195,-0.05480333851262195,0.04483909514669068,-0.02491060841482816,-1.3877787807814457e-16,-3.7947076036992655e-19,-3.469446951953614e-18,2.2551405187698492e-17
-0.05480333851262195,-0.05480333851262195,0.04483909514669068,-0.014946365048896897,8.326672684688674e-17,-4.174178364069192e-18,-1.3010426069826053e-18,5.377642775528102e-17
-0.05480333851262195,-0.05480333851262195,0.04483909514669068,-0.0049821216829656345,1.6653345369377348e-16,-2.710505431213761e-18,-4.7704895589362195e-18,3.642919299551295e-17
-0.05480333851262195,-0.05480333851262195,0.04483909514669068,0.0049821216829656345,-5.551115123125783e-17,-4.391018798566293e-18,-2.6020852139652106e-18,-1.0408340855860843e-17
-0.05480333851262195,-0.05480333851262195,0.04483909514669068,0.01494636504889689,2.7755575615628914e-17,3.63207727782644e-18,8.673617379884035e-19,-3.642919299551295e-17
-0.05480333851262195,-0.05480333851262195,0.04483909514669068,0.02491060841482816,5.551115123125783e-17,5.421010862427522e-20,-8.673617379884035e-19,5.724587470723463e-17
-0.05480333851262195,-0.05480333851262195,0.04483909514669068,0.03487485178075943,5.551115123125783e-17,7.101524229780054e-18,2.6020852139652106e-18,-1.214306433183765e-17
-0.05480333851262195,-0.05480333851262195,0.04483909514669068,0.04483909514669068,-5.551115123125783e-17,1.4094628242311558e-18,4.7704895589362195e-18,8.673617379884035e-18
-0.05480333851262195,-0.05480333851262195,0.04483909514669068,0.05480333851262195,1.3877787807814457e-16,4.87890977618477e-19,-3.903127820947816e-18,1.734723475976807e-17
-0.05480333851262195,-0.05480333851262195,0.05480333851262195,-0.05480333851262195,8.326672684688674e-17,-2.656295322589486e-18,-1.3010426069826053e-18,1.0408340855860843e-17
-0.05480333851262195,-0.05480333851262195,0.05480333851262195,-0.04483909514669069,8.326672684688674e-17,-6.505213034913027e-19,2.168404344971009e-18,-4.163336342344337e-17
-0.05480333851262195,-0.05480333851262195,0.05480333851262195,-0.03487485178075943,1.942890293094024e-16,-5.041540102057596e-18,3.0357660829594124e-18,5.204170427930421e-17
-0.05480333851262195,-0.05480333851262195,0.05480333851262195,-0.02491060841482816,1.1102230246251565e-16,-2.5478751053409354e-18,-3.0357660829594124e-18,-5.204170427930421e-18
-0.05480333851262195,-0.05480333851262195,0.05480333851262195,-0.014946365048896897,-2.7755575615628914e-17,-4.065758146820642e-18,-6.938893903907228e-18,-6.765421556309548e-17
-0.05480333851262195,-0.05480333851262195,0.05480333851262195,-0.0049821216829656345,2.220446049250313e-16,-8.998878031629687e-18,3.903127820947816e-18,5.898059818321144e-17
-0.05480333851262195,-0.05480333851262195,0.05480333851262195,0.0049821216829656345,1.3877787807814457e-16,2.0599841277224584e-18,2.6020852139652106e-18,-4.683753385137379e-17
-0.05480333851262195,-0.05480333851262195,0.05480333851262195,0.01494636504889689,1.3877787807814457e-16,7.318364664277155e-18,-8.673617379884035e-19,2.2551405187698492e-17
-0.05480333851262195,-0.05480333851262195,0.05480333851262195,0.02491060841482816,5.551115123125783e-17,-5.6107462426124854e-18,-4.336808689942018e-19,-2.6020852139652106e-17
-0.05480333851262195,-0.05480333851262195,0.05480333851262195,0.03487485178075943,1.942890293094024e-16,1.0299920638612292e-18,3.469446951953614e-18,2.949029909160572e-17
-0.05480333851262195,-0.05480333851262195,0.05480333851262195,0.04483909514669068,0.0,1.1384122811097797e-18,-3.469446951953614e-18,-6.938893903907228e-18
-0.05480333851262195,-0.05480333851262195,0.05480333851262195,0.05480333851262195,-5.551115123125783e-17,6.7220534694101275e-18,-8.239936510889834e-18,8.673617379884035e-18
-0.05480333851262195,-0.04483909514669069,-0.05480333851262195,-0.05480333851262195,1.3877787807814457e-16,4.119968255444917e-18,-8.673617379884035e-19,-5.724587470723463e-17
-0.05480333851262195,-0.04483909514669069,-0.05480333851262195,-0.04483909514669069,-1.3877787807814457e-16,-2.927345865710862e-18,-2.168404344971009e-18,2.42861286636753e-17
-0.05480333851262195,-0.04483909514669069,-0.05480333851262195,-0.03487485178075943,-5.551115123125783e-17,-1.0516761073109393e-17,-2.168404344971009e-18,5.0306980803327406e-17
-0.05480333851262195,-0.04483909514669069,-0.05480333851262195,-0.02491060841482816,5.551115123125783e-17,3.469446951953614e-18,-3.903127820947816e-18,1.5612511283791264e-17
-0.05480333851262195,-0.04483909514669069,-0.05480333851262195,-0.014946365048896897,-8.326672684688674e-17,-3.3610267347050637e-18,-1.3010426069826053e-18,-7.45931094670027e-17
-0.05480333851262195,-0.04483909514669069,-0.05480333851262195,-0.0049821216829656345,5.551115123125783e-17,2.6020852139652106e-18,-6.071532165918825e-18,3.122502256758253e-17
-0.05480333851262195,-0.04483909514669069,-0.05480333851262195,0.0049821216829656345,-5.551115123125783e-17,-6.830473686658678e-18,-8.673617379884035e-19,-6.938893903907228e-18
-0.05480333851262195,-0.04483909514669069,-0.05480333851262195,0.01494636504889689,1.3877787807814457e-16,1.3010426069826053e-18,-3.469446951953614e-18,-3.469446951953614e-18
-0.05480333851262195,-0.04483909514669069,-0.05480333851262195,0.02491060841482816,2.7755575615628914e-17,6.776263578034403e-18,-2.6020852139652106e-18,2.0816681711721685e-17
-0.05480333851262195,-0.04483909514669069,-0.05480333851262195,0.03487485178075943,8.326672684688674e-17,7.589415207398531e-19,-3.0357660829594124e-18,-3.8163916471489756e-17
-0.05480333851262195,-0.04483909514669069,-0.05480333851262195,0.04483909514669068,-2.7755575615628914e-17,6.396792817664476e-18,2.6020852139652106e-18,7.632783294297951e-17
-0.05480333851262195,-0.04483909514669069,-0.05480333851262195,0.05480333851262195,0.0,2.8189256484623115e-18,-3.0357660829594124e-18,1.3877787807814457e-17
-0.05480333851262195,-0.04483909514669069,-0.04483909514669069,-0.05480333851262195,-5.551115123125783e-17,-2.222614453595284e-18,-6.071532165918825e-18,-8.153200337090993e-17
-0.05480333851262195,-0.04483909514669069,-0.04483909514669069,-0.04483909514669069,0.0,2.439454888092385e-18,-8.673617379884035e-19,2.2551405187698492e-17
-0.05480333851262195,-0.04483909514669069,-0.04483909514669069,-0.03487485178075943,1.1102230246251565e-16,2.710505431213761e-18,-7.37257477290143e-18,2.2551405187698492e-17
-0.05480333851262195,-0.04483909514669069,-0.04483909514669069,-0.02491060841482816,5.551115123125783e-17,1.1384122811097797e-18,-2.6020852139652106e-18,8.673617379884035e-18
-0.05480333851262195,-0.04483909514669069,-0.04483909514669069,-0.014946365048896897,-2.7755575615628914e-17,-2.656295322589486e-18,-2.6020852139652106e-18,-3.9898639947466563e-17
